Day,FeatureSet,Features,N_features,F1_mean,F1_median,BA_mean,BA_median,AUC_mean,AUC_median,F1_seed_20,BA_seed_20,F1_seed_17,BA_seed_17,F1_seed_75,BA_seed_75,F1_seed_27,BA_seed_27,F1_seed_33,BA_seed_33,CM_median_TN,CM_median_FP,CM_median_FN,CM_median_TP
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Circ._Solidity_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Circ._win;Solidity_win;Complexity_win,5,0.77990066531955,0.7906976744186046,0.6824444444444445,0.6477777777777778,0.756,0.7266666666666668,0.7228915662650602,0.6333333333333333,0.8131868131868132,0.6477777777777778,0.7727272727272727,0.6177777777777778,0.8,0.7844444444444445,0.7906976744186046,0.7288888888888889,5,4,13,37
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Circ._AR_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Circ._win;AR_win;Complexity_win,5,0.7702267735068407,0.7619047619047619,0.6855555555555556,0.6888888888888889,0.7471111111111112,0.7177777777777777,0.7317073170731707,0.6888888888888889,0.8131868131868132,0.6477777777777778,0.7586206896551724,0.6077777777777778,0.7857142857142857,0.7744444444444445,0.7619047619047619,0.7088888888888889,7,2,20,30
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Solidity_AR_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Solidity_win;AR_win;Complexity_win,5,0.7598206066370861,0.7619047619047619,0.6684444444444445,0.6788888888888889,0.7511111111111111,0.7422222222222222,0.7160493827160493,0.6788888888888889,0.7865168539325843,0.6277777777777778,0.7727272727272727,0.6177777777777778,0.7619047619047619,0.7088888888888889,0.7619047619047619,0.7088888888888889,7,2,21,29
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Feret_Circ._Solidity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Feret_win;Circ._win;Solidity_win,6,0.7674051144546608,0.7764705882352941,0.6835555555555557,0.6788888888888889,0.7386666666666666,0.7511111111111111,0.7160493827160493,0.6788888888888889,0.7816091954022989,0.6733333333333333,0.7954545454545454,0.6833333333333333,0.7764705882352941,0.7188888888888889,0.7674418604651163,0.6633333333333333,7,2,21,29
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Feret_Circ._AR,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Feret_win;Circ._win;AR_win,6,0.7417870702935605,0.7317073170731707,0.6564444444444445,0.6688888888888889,0.715111111111111,0.7222222222222221,0.7317073170731707,0.6888888888888889,0.7816091954022989,0.6733333333333333,0.7727272727272727,0.6177777777777778,0.7,0.6688888888888889,0.7228915662650602,0.6333333333333333,7,2,22,28
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Feret_Circ._Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Feret_win;Circ._win;Complexity_win,6,0.7676999776293503,0.7586206896551724,0.6542222222222223,0.6477777777777778,0.7137777777777778,0.7111111111111111,0.7380952380952381,0.6433333333333333,0.7586206896551724,0.6077777777777778,0.8131868131868132,0.6477777777777778,0.7469879518072289,0.6988888888888889,0.7816091954022989,0.6733333333333333,5,4,13,37
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Feret_Solidity_AR,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Feret_win;Solidity_win;AR_win,6,0.7453602043632755,0.7469879518072289,0.6584444444444445,0.6533333333333333,0.7146666666666667,0.72,0.7160493827160493,0.6788888888888889,0.7529411764705882,0.6533333333333333,0.7727272727272727,0.6177777777777778,0.7469879518072289,0.6988888888888889,0.7380952380952381,0.6433333333333333,6,3,18,32
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Feret_Solidity_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Feret_win;Solidity_win;Complexity_win,6,0.7684551727339657,0.7816091954022989,0.6744444444444445,0.6833333333333333,0.7075555555555557,0.7088888888888889,0.7317073170731707,0.6888888888888889,0.7816091954022989,0.6733333333333333,0.7865168539325843,0.6277777777777778,0.7469879518072289,0.6988888888888889,0.7954545454545454,0.6833333333333333,6,3,15,35
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Feret_AR_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Feret_win;AR_win;Complexity_win,6,0.7687888055754446,0.7619047619047619,0.6744444444444444,0.6933333333333334,0.7124444444444444,0.711111111111111,0.7619047619047619,0.7088888888888889,0.7674418604651163,0.6633333333333333,0.7586206896551724,0.6077777777777778,0.7469879518072289,0.6988888888888889,0.8089887640449438,0.6933333333333334,6,3,14,36
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Circ._Solidity_AR,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Circ._win;Solidity_win;AR_win,6,0.7673254161759908,0.7816091954022989,0.6835555555555557,0.6788888888888889,0.7528888888888889,0.7444444444444445,0.7160493827160493,0.6788888888888889,0.7816091954022989,0.6733333333333333,0.7816091954022989,0.6733333333333333,0.7619047619047619,0.7088888888888889,0.7954545454545454,0.6833333333333333,7,2,21,29
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Circ._Solidity_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Circ._win;Solidity_win;Complexity_win,6,0.7742470819551235,0.7906976744186046,0.6784444444444444,0.6833333333333333,0.7337777777777778,0.7355555555555555,0.7380952380952381,0.6433333333333333,0.7954545454545454,0.6833333333333333,0.8,0.6377777777777778,0.7469879518072289,0.6988888888888889,0.7906976744186046,0.7288888888888889,6,3,15,35
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Circ._AR_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Circ._win;AR_win;Complexity_win,6,0.7716239412773853,0.7764705882352941,0.6764444444444445,0.6888888888888889,0.7293333333333333,0.728888888888889,0.7764705882352941,0.7188888888888889,0.7727272727272727,0.6177777777777778,0.7865168539325843,0.6277777777777778,0.7317073170731707,0.6888888888888889,0.7906976744186046,0.7288888888888889,7,2,20,30
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Area_Solidity_AR_Complexity,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Area_win_log;Solidity_win;AR_win;Complexity_win,6,0.777725121396521,0.7764705882352941,0.6804444444444444,0.6833333333333333,0.7253333333333333,0.7244444444444444,0.7764705882352941,0.7188888888888889,0.7816091954022989,0.6733333333333333,0.7586206896551724,0.6077777777777778,0.7764705882352941,0.7188888888888889,0.7954545454545454,0.6833333333333333,6,3,15,35
13,MetabBase-GlutamateGlo_BCAAGlo+Morph-Feret_Circ._Solidity_AR,GlutamateGlo_win_area_norm;BCAAGlo_win_area_norm;Feret_win;Circ._win;Solidity_win;AR_win,6,0.7679120338725086,0.7764705882352941,0.7037777777777778,0.6988888888888889,0.7582222222222222,0.7511111111111111,0.7160493827160493,0.6788888888888889,0.7954545454545454,0.6833333333333333,0.7764705882352941,0.7188888888888889,0.8045977011494253,0.7388888888888889,0.7469879518072289,0.6988888888888889,7,2,19,31
